Date,Region,Site,Transect,Species Code,Common Name,Species,Family,Functional Group,Length,Phase,a,b,Biomass
2013,Bonaire,Windsock,10,stop,Stoplight Parrotfish,Sparisoma viride,Scaridae,Herbivores,23,i,-4.4317,2.9051,268.7543711
2013,Bonaire,Windsock,10,stop,Stoplight Parrotfish,Sparisoma viride,Scaridae,Herbivores,30,i,-4.4317,2.9051,581.547184
2013,Bonaire,Windsock,10,stop,Stoplight Parrotfish,Sparisoma viride,Scaridae,Herbivores,32,t,-4.4317,2.9051,701.4733917
2013,Bonaire,Windsock,10,stop,Stoplight Parrotfish,Sparisoma viride,Scaridae,Herbivores,33,t,-4.4317,2.9051,767.069733
2015,Bonaire,Bachelor's Beach,1,blt,Blue Tang,Acanthurus coeruleus,Acanthuridae,Herbivores,14,,-2.8242,2.2638,108.1943662
2015,Bonaire,Bachelor's Beach,1,blt,Blue Tang,Acanthurus coeruleus,Acanthuridae,Herbivores,17,,-2.8242,2.2638,167.9152994
2015,Bonaire,Bachelor's Beach,1,ytd,Yellowtail Damselfish,Microspathodon chrysurus,Pomacentridae,Herbivores,14,,-4.7033,3.0825,81.68450281
2015,Bonaire,Bachelor's Beach,1,strp,Striped Parrotfish,Scarus iseri,Scaridae,Herbivores,23,t,-4.8887,3.0548,211.7903624
2015,Bonaire,Bachelor's Beach,1,prp,Princess Parrotfish,Scarus taeniopterus,Scaridae,Herbivores,19,i,-3.2257,2.3852,162.025395
2015,Bonaire,Bachelor's Beach,1,prp,Princess Parrotfish,Scarus taeniopterus,Scaridae,Herbivores,20,i,-3.2257,2.3852,183.1119745
2015,Bonaire,Bachelor's Beach,1,prp,Princess Parrotfish,Scarus taeniopterus,Scaridae,Herbivores,7,j,-3.2257,2.3852,14.97020836
2015,Bonaire,Bachelor's Beach,1,prp,Princess Parrotfish,Scarus taeniopterus,Scaridae,Herbivores,23,t,-3.2257,2.3852,255.5602089
2015,Bonaire,Bachelor's Beach,1,prp,Princess Parrotfish,Scarus taeniopterus,Scaridae,Herbivores,23,t,-3.2257,2.3852,255.5602089
2015,Bonaire,Bachelor's Beach,1,qup,Queen Parrotfish,Scarus vetula,Scaridae,Herbivores,19,i,-5.0162,3.1109,118.2427651
2015,Bonaire,Bachelor's Beach,1,qup,Queen Parrotfish,Scarus vetula,Scaridae,Herbivores,20,i,-5.0162,3.1109,138.6992822
2015,Bonaire,Bachelor's Beach,1,qup,Queen Parrotfish,Scarus vetula,Scaridae,Herbivores,22,i,-5.0162,3.1109,186.5703893
2015,Bonaire,Bachelor's Beach,1,qup,Queen Parrotfish,Scarus vetula,Scaridae,Herbivores,27,i,-5.0162,3.1109,352.8007778
2015,Bonaire,Bachelor's Beach,1,qup,Queen Parrotfish,Scarus vetula,Scaridae,Herbivores,32,t,-5.0162,3.1109,598.5095266
2015,Bonaire,Bachelor's Beach,1,qup,Queen Parrotfish,Scarus vetula,Scaridae,Herbivores,34,t,-5.0162,3.1109,722.7327969
2015,Bonaire,Bachelor's Beach,1,rdp,Redband Parrotfish,Sparisoma aurofrenatum,Scaridae,Herbivores,20,t,-4.0781,2.7438,171.9753104
2015,Bonaire,Bachelor's Beach,1,rdp,Redband Parrotfish,Sparisoma aurofrenatum,Scaridae,Herbivores,23,t,-4.0781,2.7438,252.3532118
2015,Bonaire,Bachelor's Beach,1,stop,Stoplight Parrotfish,Sparisoma viride,Scaridae,Herbivores,14,i,-4.4317,2.9051,63.53551528
2015,Bonaire,Bachelor's Beach,1,stop,Stoplight Parrotfish,Sparisoma viride,Scaridae,Herbivores,25,i,-4.4317,2.9051,342.4171586
2015,Bonaire,Bachelor's Beach,1,stop,Stoplight Parrotfish,Sparisoma viride,Scaridae,Herbivores,30,i,-4.4317,2.9051,581.547184
2015,Bonaire,Bachelor's Beach,1,stop,Stoplight Parrotfish,Sparisoma viride,Scaridae,Herbivores,32,t,-4.4317,2.9051,701.4733917
2015,Bonaire,Bachelor's Beach,2,ocs,Ocean Surgeonfish,Acanthurus bahianus,Acanthuridae,Herbivores,12,,-4.6005,2.9752,38.50171219
2015,Bonaire,Bachelor's Beach,2,ocs,Ocean Surgeonfish,Acanthurus bahianus,Acanthuridae,Herbivores,13,,-4.6005,2.9752,48.85446501
2015,Bonaire,Bachelor's Beach,2,ocs,Ocean Surgeonfish,Acanthurus bahianus,Acanthuridae,Herbivores,17,,-4.6005,2.9752,108.5254589
2015,Bonaire,Bachelor's Beach,2,dcf,Doctorfish,Acanthurus chirurgus,Acanthuridae,Herbivores,19,,-2.4262,2.0768,202.4489266
2015,Bonaire,Bachelor's Beach,2,prp,Princess Parrotfish,Scarus taeniopterus,Scaridae,Herbivores,17,i,-3.2257,2.3852,124.2701342
2015,Bonaire,Bachelor's Beach,2,prp,Princess Parrotfish,Scarus taeniopterus,Scaridae,Herbivores,19,i,-3.2257,2.3852,162.025395
2015,Bonaire,Bachelor's Beach,2,prp,Princess Parrotfish,Scarus taeniopterus,Scaridae,Herbivores,20,t,-3.2257,2.3852,183.1119745
2015,Bonaire,Bachelor's Beach,2,qup,Queen Parrotfish,Scarus vetula,Scaridae,Herbivores,24,i,-5.0162,3.1109,244.5677296
2015,Bonaire,Bachelor's Beach,2,qup,Queen Parrotfish,Scarus vetula,Scaridae,Herbivores,33,t,-5.0162,3.1109,658.6353186
2015,Bonaire,Bachelor's Beach,2,rdp,Redband Parrotfish,Sparisoma aurofrenatum,Scaridae,Herbivores,19,i,-4.0781,2.7438,149.3977753
2015,Bonaire,Bachelor's Beach,2,rdp,Redband Parrotfish,Sparisoma aurofrenatum,Scaridae,Herbivores,22,t,-4.0781,2.7438,223.3774617
2015,Bonaire,Bachelor's Beach,2,rdp,Redband Parrotfish,Sparisoma aurofrenatum,Scaridae,Herbivores,23,t,-4.0781,2.7438,252.3532118
2015,Bonaire,Bachelor's Beach,2,stop,Stoplight Parrotfish,Sparisoma viride,Scaridae,Herbivores,19,i,-4.4317,2.9051,154.2790962
2015,Bonaire,Bachelor's Beach,2,stop,Stoplight Parrotfish,Sparisoma viride,Scaridae,Herbivores,23,i,-4.4317,2.9051,268.7543711
2015,Bonaire,Bachelor's Beach,2,stop,Stoplight Parrotfish,Sparisoma viride,Scaridae,Herbivores,30,i,-4.4317,2.9051,581.547184
2015,Bonaire,Bachelor's Beach,3,blt,Blue Tang,Acanthurus coeruleus,Acanthuridae,Herbivores,18,,-2.8242,2.2638,191.1110933
2015,Bonaire,Bachelor's Beach,3,blt,Blue Tang,Acanthurus coeruleus,Acanthuridae,Herbivores,19,,-2.8242,2.2638,215.9943554
2015,Bonaire,Bachelor's Beach,3,strp,Striped Parrotfish,Scarus iseri,Scaridae,Herbivores,23,t,-4.8887,3.0548,211.7903624
2015,Bonaire,Bachelor's Beach,3,prp,Princess Parrotfish,Scarus taeniopterus,Scaridae,Herbivores,23,t,-3.2257,2.3852,255.5602089
2015,Bonaire,Bachelor's Beach,3,qup,Queen Parrotfish,Scarus vetula,Scaridae,Herbivores,31,i,-5.0162,3.1109,542.2219485
2015,Bonaire,Bachelor's Beach,3,qup,Queen Parrotfish,Scarus vetula,Scaridae,Herbivores,31,i,-5.0162,3.1109,542.2219485
2015,Bonaire,Bachelor's Beach,3,stop,Stoplight Parrotfish,Sparisoma viride,Scaridae,Herbivores,27,i,-4.4317,2.9051,428.2080932
2015,Bonaire,Bachelor's Beach,3,stop,Stoplight Parrotfish,Sparisoma viride,Scaridae,Herbivores,32,t,-4.4317,2.9051,701.4733917
2015,Bonaire,Bachelor's Beach,3,stop,Stoplight Parrotfish,Sparisoma viride,Scaridae,Herbivores,32,t,-4.4317,2.9051,701.4733917
2015,Bonaire,Bachelor's Beach,3,stop,Stoplight Parrotfish,Sparisoma viride,Scaridae,Herbivores,32,t,-4.4317,2.9051,701.4733917
2015,Bonaire,Bachelor's Beach,3,stop,Stoplight Parrotfish,Sparisoma viride,Scaridae,Herbivores,33,t,-4.4317,2.9051,767.069733
2015,Bonaire,Bachelor's Beach,3,stop,Stoplight Parrotfish,Sparisoma viride,Scaridae,Herbivores,33,t,-4.4317,2.9051,767.069733
2015,Bonaire,Bachelor's Beach,4,ocs,Ocean Surgeonfish,Acanthurus bahianus,Acanthuridae,Herbivores,14,,-4.6005,2.9752,60.90600752
2015,Bonaire,Bachelor's Beach,4,ocs,Ocean Surgeonfish,Acanthurus bahianus,Acanthuridae,Herbivores,16,,-4.6005,2.9752,90.61451544
2015,Bonaire,Bachelor's Beach,4,blt,Blue Tang,Acanthurus coeruleus,Acanthuridae,Herbivores,14,,-2.8242,2.2638,108.1943662
2015,Bonaire,Bachelor's Beach,4,blt,Blue Tang,Acanthurus coeruleus,Acanthuridae,Herbivores,16,,-2.8242,2.2638,146.3817102
2015,Bonaire,Bachelor's Beach,4,blt,Blue Tang,Acanthurus coeruleus,Acanthuridae,Herbivores,16,,-2.8242,2.2638,146.3817102
2015,Bonaire,Bachelor's Beach,4,blt,Blue Tang,Acanthurus coeruleus,Acanthuridae,Herbivores,17,,-2.8242,2.2638,167.9152994
2015,Bonaire,Bachelor's Beach,4,strp,Striped Parrotfish,Scarus iseri,Scaridae,Herbivores,23,t,-4.8887,3.0548,211.7903624
2015,Bonaire,Bachelor's Beach,4,prp,Princess Parrotfish,Scarus taeniopterus,Scaridae,Herbivores,20,t,-3.2257,2.3852,183.1119745
2015,Bonaire,Bachelor's Beach,4,qup,Queen Parrotfish,Scarus vetula,Scaridae,Herbivores,24,i,-5.0162,3.1109,244.5677296
2015,Bonaire,Bachelor's Beach,4,qup,Queen Parrotfish,Scarus vetula,Scaridae,Herbivores,28,i,-5.0162,3.1109,395.0607826
2015,Bonaire,Bachelor's Beach,4,qup,Queen Parrotfish,Scarus vetula,Scaridae,Herbivores,34,t,-5.0162,3.1109,722.7327969
2015,Bonaire,Bachelor's Beach,4,rdp,Redband Parrotfish,Sparisoma aurofrenatum,Scaridae,Herbivores,20,t,-4.0781,2.7438,171.9753104
2015,Bonaire,Bachelor's Beach,4,rdp,Redband Parrotfish,Sparisoma aurofrenatum,Scaridae,Herbivores,23,t,-4.0781,2.7438,252.3532118
2015,Bonaire,Bachelor's Beach,5,ocs,Ocean Surgeonfish,Acanthurus bahianus,Acanthuridae,Herbivores,17,,-4.6005,2.9752,108.5254589
2015,Bonaire,Bachelor's Beach,5,blt,Blue Tang,Acanthurus coeruleus,Acanthuridae,Herbivores,15,,-2.8242,2.2638,126.483942
2015,Bonaire,Bachelor's Beach,5,blt,Blue Tang,Acanthurus coeruleus,Acanthuridae,Herbivores,19,,-2.8242,2.2638,215.9943554
2015,Bonaire,Bachelor's Beach,5,ytd,Yellowtail Damselfish,Microspathodon chrysurus,Pomacentridae,Herbivores,15,,-4.7033,3.0825,101.0418539
2015,Bonaire,Bachelor's Beach,5,ytd,Yellowtail Damselfish,Microspathodon chrysurus,Pomacentridae,Herbivores,17,,-4.7033,3.0825,148.613684
2015,Bonaire,Bachelor's Beach,5,prp,Princess Parrotfish,Scarus taeniopterus,Scaridae,Herbivores,20,i,-3.2257,2.3852,183.1119745
2015,Bonaire,Bachelor's Beach,5,qup,Queen Parrotfish,Scarus vetula,Scaridae,Herbivores,30,i,-5.0162,3.1109,489.6395739
2015,Bonaire,Bachelor's Beach,5,qup,Queen Parrotfish,Scarus vetula,Scaridae,Herbivores,32,t,-5.0162,3.1109,598.5095266
2015,Bonaire,Bachelor's Beach,5,qup,Queen Parrotfish,Scarus vetula,Scaridae,Herbivores,32,t,-5.0162,3.1109,598.5095266
2015,Bonaire,Bachelor's Beach,5,rdp,Redband Parrotfish,Sparisoma aurofrenatum,Scaridae,Herbivores,23,t,-4.0781,2.7438,252.3532118
2015,Bonaire,Bachelor's Beach,5,rdp,Redband Parrotfish,Sparisoma aurofrenatum,Scaridae,Herbivores,23,t,-4.0781,2.7438,252.3532118
2015,Bonaire,Bachelor's Beach,5,rtp,Redtail Parrotfish,Sparisoma chrysopterum,Scaridae,Herbivores,32,t,-3.0509,2.3192,574.1744059
2015,Bonaire,Bachelor's Beach,5,stop,Stoplight Parrotfish,Sparisoma viride,Scaridae,Herbivores,32,t,-4.4317,2.9051,701.4733917
2015,Bonaire,Bachelor's Beach,5,stop,Stoplight Parrotfish,Sparisoma viride,Scaridae,Herbivores,32,t,-4.4317,2.9051,701.4733917
2015,Bonaire,Bachelor's Beach,6,dcf,Doctorfish,Acanthurus chirurgus,Acanthuridae,Herbivores,19,,-2.4262,2.0768,202.4489266
2015,Bonaire,Bachelor's Beach,6,blt,Blue Tang,Acanthurus coeruleus,Acanthuridae,Herbivores,14,,-2.8242,2.2638,108.1943662
2015,Bonaire,Bachelor's Beach,6,blt,Blue Tang,Acanthurus coeruleus,Acanthuridae,Herbivores,15,,-2.8242,2.2638,126.483942
2015,Bonaire,Bachelor's Beach,6,blt,Blue Tang,Acanthurus coeruleus,Acanthuridae,Herbivores,17,,-2.8242,2.2638,167.9152994
2015,Bonaire,Bachelor's Beach,6,ytd,Yellowtail Damselfish,Microspathodon chrysurus,Pomacentridae,Herbivores,15,,-4.7033,3.0825,101.0418539
2015,Bonaire,Bachelor's Beach,6,prp,Princess Parrotfish,Scarus taeniopterus,Scaridae,Herbivores,13,i,-3.2257,2.3852,65.53566097
2015,Bonaire,Bachelor's Beach,6,prp,Princess Parrotfish,Scarus taeniopterus,Scaridae,Herbivores,14,i,-3.2257,2.3852,78.20681342
2015,Bonaire,Bachelor's Beach,6,prp,Princess Parrotfish,Scarus taeniopterus,Scaridae,Herbivores,15,i,-3.2257,2.3852,92.1961681
2015,Bonaire,Bachelor's Beach,6,prp,Princess Parrotfish,Scarus taeniopterus,Scaridae,Herbivores,17,i,-3.2257,2.3852,124.2701342
2015,Bonaire,Bachelor's Beach,6,prp,Princess Parrotfish,Scarus taeniopterus,Scaridae,Herbivores,19,i,-3.2257,2.3852,162.025395
2015,Bonaire,Bachelor's Beach,6,prp,Princess Parrotfish,Scarus taeniopterus,Scaridae,Herbivores,20,i,-3.2257,2.3852,183.1119745
2015,Bonaire,Bachelor's Beach,6,prp,Princess Parrotfish,Scarus taeniopterus,Scaridae,Herbivores,20,i,-3.2257,2.3852,183.1119745
2015,Bonaire,Bachelor's Beach,6,prp,Princess Parrotfish,Scarus taeniopterus,Scaridae,Herbivores,22,i,-3.2257,2.3852,229.8510957
2015,Bonaire,Bachelor's Beach,6,prp,Princess Parrotfish,Scarus taeniopterus,Scaridae,Herbivores,22,i,-3.2257,2.3852,229.8510957
2015,Bonaire,Bachelor's Beach,6,prp,Princess Parrotfish,Scarus taeniopterus,Scaridae,Herbivores,5,j,-3.2257,2.3852,6.709393357
2015,Bonaire,Bachelor's Beach,6,prp,Princess Parrotfish,Scarus taeniopterus,Scaridae,Herbivores,5,j,-3.2257,2.3852,6.709393357
2015,Bonaire,Bachelor's Beach,6,prp,Princess Parrotfish,Scarus taeniopterus,Scaridae,Herbivores,7,j,-3.2257,2.3852,14.97020836
2015,Bonaire,Bachelor's Beach,6,prp,Princess Parrotfish,Scarus taeniopterus,Scaridae,Herbivores,7,j,-3.2257,2.3852,14.97020836
2015,Bonaire,Bachelor's Beach,6,prp,Princess Parrotfish,Scarus taeniopterus,Scaridae,Herbivores,23,t,-3.2257,2.3852,255.5602089
2015,Bonaire,Bachelor's Beach,6,qup,Queen Parrotfish,Scarus vetula,Scaridae,Herbivores,32,t,-5.0162,3.1109,598.5095266
2015,Bonaire,Bachelor's Beach,6,rdp,Redband Parrotfish,Sparisoma aurofrenatum,Scaridae,Herbivores,23,t,-4.0781,2.7438,252.3532118
2015,Bonaire,Bachelor's Beach,7,blt,Blue Tang,Acanthurus coeruleus,Acanthuridae,Herbivores,17,j,-2.8242,2.2638,167.9152994
2015,Bonaire,Bachelor's Beach,7,blt,Blue Tang,Acanthurus coeruleus,Acanthuridae,Herbivores,13,,-2.8242,2.2638,91.48396118
2015,Bonaire,Bachelor's Beach,7,blt,Blue Tang,Acanthurus coeruleus,Acanthuridae,Herbivores,15,,-2.8242,2.2638,126.483942
2015,Bonaire,Bachelor's Beach,7,prp,Princess Parrotfish,Scarus taeniopterus,Scaridae,Herbivores,15,i,-3.2257,2.3852,92.1961681
2015,Bonaire,Bachelor's Beach,7,prp,Princess Parrotfish,Scarus taeniopterus,Scaridae,Herbivores,17,i,-3.2257,2.3852,124.2701342
2015,Bonaire,Bachelor's Beach,7,prp,Princess Parrotfish,Scarus taeniopterus,Scaridae,Herbivores,17,i,-3.2257,2.3852,124.2701342
2015,Bonaire,Bachelor's Beach,7,prp,Princess Parrotfish,Scarus taeniopterus,Scaridae,Herbivores,20,i,-3.2257,2.3852,183.1119745
2015,Bonaire,Bachelor's Beach,7,prp,Princess Parrotfish,Scarus taeniopterus,Scaridae,Herbivores,5,j,-3.2257,2.3852,6.709393357
2015,Bonaire,Bachelor's Beach,7,prp,Princess Parrotfish,Scarus taeniopterus,Scaridae,Herbivores,6,j,-3.2257,2.3852,10.36445243
2015,Bonaire,Bachelor's Beach,7,prp,Princess Parrotfish,Scarus taeniopterus,Scaridae,Herbivores,7,j,-3.2257,2.3852,14.97020836
2015,Bonaire,Bachelor's Beach,7,prp,Princess Parrotfish,Scarus taeniopterus,Scaridae,Herbivores,7,j,-3.2257,2.3852,14.97020836
2015,Bonaire,Bachelor's Beach,7,prp,Princess Parrotfish,Scarus taeniopterus,Scaridae,Herbivores,23,t,-3.2257,2.3852,255.5602089
2015,Bonaire,Bachelor's Beach,7,prp,Princess Parrotfish,Scarus taeniopterus,Scaridae,Herbivores,23,t,-3.2257,2.3852,255.5602089
2015,Bonaire,Bachelor's Beach,7,qup,Queen Parrotfish,Scarus vetula,Scaridae,Herbivores,22,i,-5.0162,3.1109,186.5703893
2015,Bonaire,Bachelor's Beach,7,qup,Queen Parrotfish,Scarus vetula,Scaridae,Herbivores,10,j,-5.0162,3.1109,16.05461887
2015,Bonaire,Bachelor's Beach,7,qup,Queen Parrotfish,Scarus vetula,Scaridae,Herbivores,34,t,-5.0162,3.1109,722.7327969
2015,Bonaire,Bachelor's Beach,7,stop,Stoplight Parrotfish,Sparisoma viride,Scaridae,Herbivores,30,i,-4.4317,2.9051,581.547184
2015,Bonaire,Bachelor's Beach,8,blt,Blue Tang,Acanthurus coeruleus,Acanthuridae,Herbivores,15,,-2.8242,2.2638,126.483942
2015,Bonaire,Bachelor's Beach,8,blt,Blue Tang,Acanthurus coeruleus,Acanthuridae,Herbivores,15,,-2.8242,2.2638,126.483942
2015,Bonaire,Bachelor's Beach,8,blt,Blue Tang,Acanthurus coeruleus,Acanthuridae,Herbivores,15,,-2.8242,2.2638,126.483942
2015,Bonaire,Bachelor's Beach,8,prp,Princess Parrotfish,Scarus taeniopterus,Scaridae,Herbivores,20,i,-3.2257,2.3852,183.1119745
2015,Bonaire,Bachelor's Beach,8,prp,Princess Parrotfish,Scarus taeniopterus,Scaridae,Herbivores,7,j,-3.2257,2.3852,14.97020836
2015,Bonaire,Bachelor's Beach,8,prp,Princess Parrotfish,Scarus taeniopterus,Scaridae,Herbivores,7,j,-3.2257,2.3852,14.97020836
2015,Bonaire,Bachelor's Beach,8,prp,Princess Parrotfish,Scarus taeniopterus,Scaridae,Herbivores,8,j,-3.2257,2.3852,20.58496993
2015,Bonaire,Bachelor's Beach,8,prp,Princess Parrotfish,Scarus taeniopterus,Scaridae,Herbivores,23,t,-3.2257,2.3852,255.5602089
2015,Bonaire,Bachelor's Beach,8,prp,Princess Parrotfish,Scarus taeniopterus,Scaridae,Herbivores,23,t,-3.2257,2.3852,255.5602089
2015,Bonaire,Bachelor's Beach,8,qup,Queen Parrotfish,Scarus vetula,Scaridae,Herbivores,8,i,-5.0162,3.1109,8.019044814
2015,Bonaire,Bachelor's Beach,8,qup,Queen Parrotfish,Scarus vetula,Scaridae,Herbivores,30,i,-5.0162,3.1109,489.6395739
2015,Bonaire,Bachelor's Beach,8,qup,Queen Parrotfish,Scarus vetula,Scaridae,Herbivores,33,t,-5.0162,3.1109,658.6353186
2015,Bonaire,Bachelor's Beach,8,qup,Queen Parrotfish,Scarus vetula,Scaridae,Herbivores,35,t,-5.0162,3.1109,790.9358834
2015,Bonaire,Bachelor's Beach,8,rdp,Redband Parrotfish,Sparisoma aurofrenatum,Scaridae,Herbivores,17,i,-4.0781,2.7438,110.1046728
2015,Bonaire,Bachelor's Beach,8,rdp,Redband Parrotfish,Sparisoma aurofrenatum,Scaridae,Herbivores,23,t,-4.0781,2.7438,252.3532118
2015,Bonaire,Bachelor's Beach,8,rdp,Redband Parrotfish,Sparisoma aurofrenatum,Scaridae,Herbivores,23,t,-4.0781,2.7438,252.3532118
2015,Bonaire,Bachelor's Beach,8,stop,Stoplight Parrotfish,Sparisoma viride,Scaridae,Herbivores,32,t,-4.4317,2.9051,701.4733917
2015,Bonaire,Bachelor's Beach,8,stop,Stoplight Parrotfish,Sparisoma viride,Scaridae,Herbivores,32,t,-4.4317,2.9051,701.4733917
2015,Bonaire,Bachelor's Beach,9,ocs,Ocean Surgeonfish,Acanthurus bahianus,Acanthuridae,Herbivores,15,,-4.6005,2.9752,74.78365961
2015,Bonaire,Bachelor's Beach,9,ocs,Ocean Surgeonfish,Acanthurus bahianus,Acanthuridae,Herbivores,15,,-4.6005,2.9752,74.78365961
2015,Bonaire,Bachelor's Beach,9,blt,Blue Tang,Acanthurus coeruleus,Acanthuridae,Herbivores,15,,-2.8242,2.2638,126.483942
2015,Bonaire,Bachelor's Beach,9,prp,Princess Parrotfish,Scarus taeniopterus,Scaridae,Herbivores,6,i,-3.2257,2.3852,10.36445243
2015,Bonaire,Bachelor's Beach,9,prp,Princess Parrotfish,Scarus taeniopterus,Scaridae,Herbivores,7,i,-3.2257,2.3852,14.97020836
2015,Bonaire,Bachelor's Beach,9,prp,Princess Parrotfish,Scarus taeniopterus,Scaridae,Herbivores,7,i,-3.2257,2.3852,14.97020836
2015,Bonaire,Bachelor's Beach,9,prp,Princess Parrotfish,Scarus taeniopterus,Scaridae,Herbivores,10,i,-3.2257,2.3852,35.05096668
2015,Bonaire,Bachelor's Beach,9,prp,Princess Parrotfish,Scarus taeniopterus,Scaridae,Herbivores,12,i,-3.2257,2.3852,54.14559221
2015,Bonaire,Bachelor's Beach,9,prp,Princess Parrotfish,Scarus taeniopterus,Scaridae,Herbivores,14,i,-3.2257,2.3852,78.20681342
2015,Bonaire,Bachelor's Beach,9,prp,Princess Parrotfish,Scarus taeniopterus,Scaridae,Herbivores,15,i,-3.2257,2.3852,92.1961681
2015,Bonaire,Bachelor's Beach,9,prp,Princess Parrotfish,Scarus taeniopterus,Scaridae,Herbivores,17,i,-3.2257,2.3852,124.2701342
2015,Bonaire,Bachelor's Beach,9,prp,Princess Parrotfish,Scarus taeniopterus,Scaridae,Herbivores,17,i,-3.2257,2.3852,124.2701342
2015,Bonaire,Bachelor's Beach,9,prp,Princess Parrotfish,Scarus taeniopterus,Scaridae,Herbivores,23,t,-3.2257,2.3852,255.5602089
2015,Bonaire,Bachelor's Beach,9,qup,Queen Parrotfish,Scarus vetula,Scaridae,Herbivores,20,i,-5.0162,3.1109,138.6992822
2015,Bonaire,Bachelor's Beach,9,qup,Queen Parrotfish,Scarus vetula,Scaridae,Herbivores,20,i,-5.0162,3.1109,138.6992822
2015,Bonaire,Bachelor's Beach,9,qup,Queen Parrotfish,Scarus vetula,Scaridae,Herbivores,30,i,-5.0162,3.1109,489.6395739
2015,Bonaire,Bachelor's Beach,9,rdp,Redband Parrotfish,Sparisoma aurofrenatum,Scaridae,Herbivores,20,i,-4.0781,2.7438,171.9753104
2015,Bonaire,Bachelor's Beach,9,stop,Stoplight Parrotfish,Sparisoma viride,Scaridae,Herbivores,20,i,-4.4317,2.9051,179.0697554
2015,Bonaire,Bachelor's Beach,9,stop,Stoplight Parrotfish,Sparisoma viride,Scaridae,Herbivores,22,i,-4.4317,2.9051,236.1957779
2015,Bonaire,Bachelor's Beach,9,stop,Stoplight Parrotfish,Sparisoma viride,Scaridae,Herbivores,28,i,-4.4317,2.9051,475.925305
2015,Bonaire,Bachelor's Beach,10,ocs,Ocean Surgeonfish,Acanthurus bahianus,Acanthuridae,Herbivores,15,,-4.6005,2.9752,74.78365961
2015,Bonaire,Bachelor's Beach,10,ocs,Ocean Surgeonfish,Acanthurus bahianus,Acanthuridae,Herbivores,16,,-4.6005,2.9752,90.61451544
2015,Bonaire,Bachelor's Beach,10,dcf,Doctorfish,Acanthurus chirurgus,Acanthuridae,Herbivores,15,,-2.4262,2.0768,123.9099914
2015,Bonaire,Bachelor's Beach,10,blt,Blue Tang,Acanthurus coeruleus,Acanthuridae,Herbivores,13,,-2.8242,2.2638,91.48396118
2015,Bonaire,Bachelor's Beach,10,blt,Blue Tang,Acanthurus coeruleus,Acanthuridae,Herbivores,14,,-2.8242,2.2638,108.1943662
2015,Bonaire,Bachelor's Beach,10,strp,Striped Parrotfish,Scarus iseri,Scaridae,Herbivores,24,t,-4.8887,3.0548,241.1955557
2015,Bonaire,Bachelor's Beach,10,prp,Princess Parrotfish,Scarus taeniopterus,Scaridae,Herbivores,15,i,-3.2257,2.3852,92.1961681
2015,Bonaire,Bachelor's Beach,10,prp,Princess Parrotfish,Scarus taeniopterus,Scaridae,Herbivores,17,i,-3.2257,2.3852,124.2701342
2015,Bonaire,Bachelor's Beach,10,prp,Princess Parrotfish,Scarus taeniopterus,Scaridae,Herbivores,20,i,-3.2257,2.3852,183.1119745
2015,Bonaire,Bachelor's Beach,10,prp,Princess Parrotfish,Scarus taeniopterus,Scaridae,Herbivores,7,j,-3.2257,2.3852,14.97020836
2015,Bonaire,Bachelor's Beach,10,qup,Queen Parrotfish,Scarus vetula,Scaridae,Herbivores,25,i,-5.0162,3.1109,277.684458
2015,Bonaire,Bachelor's Beach,10,qup,Queen Parrotfish,Scarus vetula,Scaridae,Herbivores,30,i,-5.0162,3.1109,489.6395739
2015,Bonaire,Bachelor's Beach,10,qup,Queen Parrotfish,Scarus vetula,Scaridae,Herbivores,30,i,-5.0162,3.1109,489.6395739
2015,Bonaire,Bachelor's Beach,10,qup,Queen Parrotfish,Scarus vetula,Scaridae,Herbivores,34,t,-5.0162,3.1109,722.7327969
2015,Bonaire,Bachelor's Beach,10,rtp,Redtail Parrotfish,Sparisoma chrysopterum,Scaridae,Herbivores,30,t,-3.0509,2.3192,494.3557773
2015,Bonaire,Bachelor's Beach,10,stop,Stoplight Parrotfish,Sparisoma viride,Scaridae,Herbivores,22,i,-4.4317,2.9051,236.1957779
2015,Bonaire,Barcadera,1,blt,Blue Tang,Acanthurus coeruleus,Acanthuridae,Herbivores,14,,-2.8242,2.2638,108.1943662
2015,Bonaire,Barcadera,1,blt,Blue Tang,Acanthurus coeruleus,Acanthuridae,Herbivores,15,,-2.8242,2.2638,126.483942
2015,Bonaire,Barcadera,1,strp,Striped Parrotfish,Scarus iseri,Scaridae,Herbivores,13,i,-4.8887,3.0548,37.06586611
2015,Bonaire,Barcadera,1,strp,Striped Parrotfish,Scarus iseri,Scaridae,Herbivores,14,i,-4.8887,3.0548,46.48276173
2015,Bonaire,Barcadera,1,strp,Striped Parrotfish,Scarus iseri,Scaridae,Herbivores,14,i,-4.8887,3.0548,46.48276173
2015,Bonaire,Barcadera,1,strp,Striped Parrotfish,Scarus iseri,Scaridae,Herbivores,15,i,-4.8887,3.0548,57.38832884
2015,Bonaire,Barcadera,1,strp,Striped Parrotfish,Scarus iseri,Scaridae,Herbivores,15,i,-4.8887,3.0548,57.38832884
2015,Bonaire,Barcadera,1,strp,Striped Parrotfish,Scarus iseri,Scaridae,Herbivores,23,t,-4.8887,3.0548,211.7903624
2015,Bonaire,Barcadera,1,prp,Princess Parrotfish,Scarus taeniopterus,Scaridae,Herbivores,23,t,-3.2257,2.3852,255.5602089
