Date,Island,Site,Surveyor,Transect,Species Code,Common name,Species,Family,Functional Group,Length,Number,Phase,a,b,Biomass
3/6/17,Bonaire,Front Porch,REB,4,stop,Stoplight Parrotfish,Sparisoma viride,Scaridae,Herbivores,25,1,T,0.025,2.9214,303.3066623
3/6/17,Bonaire,Front Porch,REB,3,qup,Queen Parrotfish,Scarus vetula,Scaridae,Herbivores,25,1,I,0.025,2.9214,303.3066623
3/5/17,Bonaire,Front Porch,MWW,2,wsf,Whitespotted Filefish,Cantherhines macrocerus,Monacanthidae,Carnivores,25,2,,0.0562,2.6534,287.7599402
3/6/17,Bonaire,Front Porch,REB,3,baj,Bar Jack,Caranx ruber,Carangidae,Carnivores,26,1,,0.0074,3.237,281.5142913
3/6/17,Bonaire,Front Porch,REB,2,stop,Stoplight Parrotfish,Sparisoma viride,Scaridae,Herbivores,24,1,I,0.025,2.9214,269.2087244
3/5/17,Bonaire,Front Porch,MWW,3,StoP,Stoplight Parrotfish,Sparisoma viride,Scaridae,Herbivores,24,1,I,0.025,2.9214,269.2087244
3/5/17,Bonaire,Front Porch,MWW,4,StoP,Stoplight Parrotfish,Sparisoma viride,Scaridae,Herbivores,24,5,I,0.025,2.9214,269.2087244
3/6/17,Bonaire,Front Porch,REB,1,qup,Queen Parrotfish,Scarus vetula,Scaridae,Herbivores,24,1,I,0.025,2.9214,269.2087244
3/6/17,Bonaire,Front Porch,REB,3,yts,Yellowtail Snapper,Ocyurus chrysurus,Lutjanidae,Carnivores,25,1,,0.0405,2.718,255.3030286
3/5/17,Bonaire,Front Porch,MWW,1,PrP,Princess Parrotfish,Scarus taeniopterus,Scaridae,Herbivores,27,1,T,0.0335,2.7086,252.369402
3/5/17,Bonaire,Front Porch,MWW,3,sms,Schoolmaster,Lutjanus apodus,Lutjanidae,Carnivores,24,1,,0.0194,2.9779,249.9958427
3/5/17,Bonaire,Front Porch,MWW,2,StoP,Stoplight Parrotfish,Sparisoma viride,Scaridae,Herbivores,23,3,,0.025,2.9214,237.7342251
3/5/17,Bonaire,Front Porch,MWW,3,StoP,Stoplight Parrotfish,Sparisoma viride,Scaridae,Herbivores,23,5,I,0.025,2.9214,237.7342251
3/6/17,Bonaire,Front Porch,REB,3,quP,Queen Parrotfish,Scarus vetula,Scaridae,Herbivores,23,1,I,0.025,2.9214,237.7342251
3/6/17,Bonaire,Front Porch,REB,3,qup,Queen Parrotfish,Scarus vetula,Scaridae,Herbivores,23,1,T,0.025,2.9214,237.7342251
3/5/17,Bonaire,Front Porch,MWW,4,hcc,Honeycomb Cowfish,Acanthostracion polygonia,Ostraciidae,Omnivores,24,1,,0.02818,2.83,226.9545024
3/5/17,Bonaire,Front Porch,MWW,1,drf,Doctorfish,Acanthurus chirurgus,Acanthuridae,Herbivores,22,1,,0.004,3.5328,221.090885
3/6/17,Bonaire,Front Porch,REB,1,stop,Stoplight Parrotfish,Sparisoma viride,Scaridae,Herbivores,22,1,T,0.025,2.9214,208.7822764
3/6/17,Bonaire,Front Porch,REB,1,StoP,Stoplight Parrotfish,Sparisoma viride,Scaridae,Herbivores,22,1,I,0.025,2.9214,208.7822764
3/5/17,Bonaire,Front Porch,MWW,1,StoP,Stoplight Parrotfish,Sparisoma viride,Scaridae,Herbivores,22,14,I,0.025,2.9214,208.7822764
3/5/17,Bonaire,Front Porch,MWW,3,StoP,Stoplight Parrotfish,Sparisoma viride,Scaridae,Herbivores,22,3,I,0.025,2.9214,208.7822764
3/5/17,Bonaire,Front Porch,MWW,3,StoP,Stoplight Parrotfish,Sparisoma viride,Scaridae,Herbivores,22,5,I,0.025,2.9214,208.7822764
3/5/17,Bonaire,Front Porch,MWW,4,StoP,Stoplight Parrotfish,Sparisoma viride,Scaridae,Herbivores,22,1,T,0.025,2.9214,208.7822764
3/5/17,Bonaire,Front Porch,MWW,3,QuP,Queen Parrotfish,Scarus vetula,Scaridae,Herbivores,22,1,I,0.025,2.9214,208.7822764
3/6/17,Bonaire,Front Porch,REB,3,sph,Spanish Hogfish,Bodianus rufus,Labridae,Carnivores,23,1,,0.0144,3.0532,207.0093306
3/5/17,Bonaire,Front Porch,MWW,4,PrP,Princess Parrotfish,Scarus taeniopterus,Scaridae,Herbivores,25,1,T,0.0335,2.7086,204.8826178
3/6/17,Bonaire,Front Porch,REB,1,hcc,Honeycomb Cowfish,Acanthostracion polygonia,Ostraciidae,Omnivores,23,1,,0.02818,2.83,201.2012918
3/5/17,Bonaire,Front Porch,MWW,1,sms,Schoolmaster,Lutjanus apodus,Lutjanidae,Carnivores,22,1,,0.0194,2.9779,192.9310959
3/5/17,Bonaire,Front Porch,MWW,2,MgS,Mahogany Snapper,Lutjanus mahogoni,Lutjanidae,Carnivores,22,1,,0.0429,2.719,191.6481191
3/5/17,Bonaire,Front Porch,MWW,2,MgS,Mahogany Snapper,Lutjanus mahogoni,Lutjanidae,Carnivores,22,3,,0.0429,2.719,191.6481191
3/5/17,Bonaire,Front Porch,MWW,3,CsG,Caesar Grunt,Haemulon carbonarium,Haemulidae,Carnivores,22,1,,0.0147,3.0559,186.0487708
3/5/17,Bonaire,Front Porch,MWW,1,StrP,Striped Parrotfish,Scarus iserti,Scaridae,Herbivores,22,1,T,0.0147,3.0548,185.4172519
3/5/17,Bonaire,Front Porch,MWW,1,rbp,Redband Parrotfish,Sparisoma aurofrenatum,Scaridae,Herbivores,22,1,T,0.0046,3.4291,184.5267983
3/6/17,Bonaire,Front Porch,REB,2,stop,Stoplight Parrotfish,Sparisoma viride,Scaridae,Herbivores,21,3,I,0.025,2.9214,182.2516447
3/5/17,Bonaire,Front Porch,MWW,4,QuP,Queen Parrotfish,Scarus vetula,Scaridae,Herbivores,21,1,T,0.025,2.9214,182.2516447
3/5/17,Bonaire,Front Porch,MWW,3,SpH,Spanish Hogfish,Bodianus rufus,Labridae,Carnivores,22,1,,0.0144,3.0532,180.7371464
3/6/17,Bonaire,Front Porch,REB,3,pud,Puddingwife,Halichoeres radiatus,Labridae,Carnivores,23,1,T,0.0131,3.038,179.556223
3/5/17,Bonaire,Front Porch,MWW,1,BlT,Blue Tang,Acanthurus coeruleus,Acanthuridae,Herbivores,19,1,,0.0415,2.8346,174.9053339
3/5/17,Bonaire,Front Porch,MWW,1,FrA,French Angelfish,Pomacanthus paru,Pomacanthidae,Carnivores,18,1,,0.0203,3.1264,170.6003814
3/5/17,Bonaire,Front Porch,MWW,1,GrB,Graysby,Cephalopholis cruentata,Serranidae,Carnivores,22,2,,0.0135,3.0439,164.6395486
3/6/17,Bonaire,Front Porch,REB,3,prp,Princess Parrotfish,Scarus taeniopterus,Scaridae,Herbivores,23,1,T,0.0335,2.7086,163.4635113
3/5/17,Bonaire,Front Porch,MWW,2,FrG,French Grunt,Haemulon flavolineatum,Haemulidae,Carnivores,20,12,,0.0127,3.1581,163.1498017
3/5/17,Bonaire,Front Porch,MWW,3,FrG,French Grunt,Haemulon flavolineatum,Haemulidae,Carnivores,20,1,,0.0127,3.1581,163.1498017
3/5/17,Bonaire,Front Porch,MWW,4,wsf,Whitespotted Filefish,Cantherhines macrocerus,Monacanthidae,Carnivores,20,1,,0.0562,2.6534,159.1802953
3/6/17,Bonaire,Front Porch,REB,2,yts,Yellowtail Snapper,Ocyurus chrysurus,Lutjanidae,Carnivores,21,1,,0.0405,2.718,158.9450716
3/5/17,Bonaire,Front Porch,MWW,4,StoP,Stoplight Parrotfish,Sparisoma viride,Scaridae,Herbivores,20,5,I,0.025,2.9214,158.040734
3/5/17,Bonaire,Front Porch,MWW,4,scor,Scorpionfish,Scorpaena plumieri,Scorpaenidae,Carnivores,22,1,,0.01514,2.99,156.3038555
3/5/17,Bonaire,Front Porch,MWW,2,GtF,Goatfish,Mulloidichthys martinicus,Mullidae,Carnivores,22,3,,0.00977,3.12,150.748614
3/5/17,Bonaire,Front Porch,MWW,4,sms,Schoolmaster,Lutjanus apodus,Lutjanidae,Carnivores,20,1,,0.0194,2.9779,145.25763
3/6/17,Bonaire,Front Porch,REB,3,roh,Rock Hind,Epinephelus ascensionis,Serranidae,Carnivores,21,1,,0.0111,3.1124,144.7432473
3/6/17,Bonaire,Front Porch,REB,3,roh,Rock Hind,Epinephelus ascensionis,Serranidae,Carnivores,21,1,,0.0111,3.1124,144.7432473
3/5/17,Bonaire,Front Porch,MWW,1,CsG,Caesar Grunt,Haemulon carbonarium,Haemulidae,Carnivores,20,1,,0.0147,3.0559,139.0384439
3/5/17,Bonaire,Front Porch,MWW,3,FrG,French Grunt,Haemulon flavolineatum,Haemulidae,Carnivores,19,1,,0.0127,3.1581,138.7507911
3/5/17,Bonaire,Front Porch,MWW,1,rbp,Redband Parrotfish,Sparisoma aurofrenatum,Scaridae,Herbivores,20,1,I,0.0046,3.4291,133.0821443
3/5/17,Bonaire,Front Porch,MWW,1,rbp,Redband Parrotfish,Sparisoma aurofrenatum,Scaridae,Herbivores,20,1,T,0.0046,3.4291,133.0821443
3/5/17,Bonaire,Front Porch,MWW,3,rbp,Redband Parrotfish,Sparisoma aurofrenatum,Scaridae,Herbivores,20,1,T,0.0046,3.4291,133.0821443
3/5/17,Bonaire,Front Porch,MWW,3,rbp,Redband Parrotfish,Sparisoma aurofrenatum,Scaridae,Herbivores,20,1,I,0.0046,3.4291,133.0821443
3/5/17,Bonaire,Front Porch,MWW,4,rbp,Redband Parrotfish,Sparisoma aurofrenatum,Scaridae,Herbivores,20,1,,0.0046,3.4291,133.0821443
3/5/17,Bonaire,Front Porch,MWW,1,drf,Doctorfish,Acanthurus chirurgus,Acanthuridae,Herbivores,19,1,,0.004,3.5328,131.716661
3/5/17,Bonaire,Front Porch,MWW,4,sms,Schoolmaster,Lutjanus apodus,Lutjanidae,Carnivores,19,1,,0.0194,2.9779,124.6815171
3/5/17,Bonaire,Front Porch,MWW,3,GrB,Graysby,Cephalopholis cruentata,Serranidae,Carnivores,20,1,,0.0135,3.0439,123.1796519
3/5/17,Bonaire,Front Porch,MWW,4,GrB,Graysby,Cephalopholis cruentata,Serranidae,Carnivores,20,1,,0.0135,3.0439,123.1796519
3/6/17,Bonaire,Front Porch,REB,1,fra,French Angelfish,Pomacanthus paru,Pomacanthidae,Carnivores,16,1,,0.0203,3.1264,118.0474885
3/6/17,Bonaire,Front Porch,REB,3,pud,Puddingwife,Halichoeres radiatus,Labridae,Carnivores,20,1,T,0.0131,3.038,117.4357762
3/6/17,Bonaire,Front Porch,REB,3,frg,French Grunt,Haemulon flavolineatum,Haemulidae,Carnivores,18,1,,0.0127,3.1581,116.9714354
3/5/17,Bonaire,Front Porch,MWW,4,FrG,French Grunt,Haemulon flavolineatum,Haemulidae,Carnivores,18,1,,0.0127,3.1581,116.9714354
3/6/17,Bonaire,Front Porch,REB,3,stop,Stoplight Parrotfish,Sparisoma viride,Scaridae,Herbivores,18,2,I,0.025,2.9214,116.1697635
3/5/17,Bonaire,Front Porch,MWW,1,StoP,Stoplight Parrotfish,Sparisoma viride,Scaridae,Herbivores,18,1,I,0.025,2.9214,116.1697635
3/5/17,Bonaire,Front Porch,MWW,2,StoP,Stoplight Parrotfish,Sparisoma viride,Scaridae,Herbivores,18,2,,0.025,2.9214,116.1697635
3/5/17,Bonaire,Front Porch,MWW,4,StoP,Stoplight Parrotfish,Sparisoma viride,Scaridae,Herbivores,18,1,,0.025,2.9214,116.1697635
3/5/17,Bonaire,Front Porch,MWW,4,StoP,Stoplight Parrotfish,Sparisoma viride,Scaridae,Herbivores,18,3,I,0.025,2.9214,116.1697635
3/6/17,Bonaire,Front Porch,REB,1,quP,Queen Parrotfish,Scarus vetula,Scaridae,Herbivores,18,1,T,0.025,2.9214,116.1697635
3/6/17,Bonaire,Front Porch,REB,1,quP,Queen Parrotfish,Scarus vetula,Scaridae,Herbivores,18,1,I,0.025,2.9214,116.1697635
3/5/17,Bonaire,Front Porch,MWW,4,sgf,Spotted Goatfish,Pseudupeneus maculatus,Mullidae,Carnivores,20,1,,0.01,3.12,114.6076444
3/5/17,Bonaire,Front Porch,MWW,1,GtF,Goatfish,Mulloidichthys martinicus,Mullidae,Carnivores,20,1,,0.00977,3.12,111.9716686
3/5/17,Bonaire,Front Porch,MWW,1,GtF,Goatfish,Mulloidichthys martinicus,Mullidae,Carnivores,20,1,,0.00977,3.12,111.9716686
3/6/17,Bonaire,Front Porch,REB,2,prp,Princess Parrotfish,Scarus taeniopterus,Scaridae,Herbivores,20,1,T,0.0335,2.7086,111.9475654
3/5/17,Bonaire,Front Porch,MWW,1,MgS,Mahogany Snapper,Lutjanus mahogoni,Lutjanidae,Carnivores,18,1,,0.0429,2.719,111.0563085
3/5/17,Bonaire,Front Porch,MWW,2,MgS,Mahogany Snapper,Lutjanus mahogoni,Lutjanidae,Carnivores,18,18,,0.0429,2.719,111.0563085
3/5/17,Bonaire,Front Porch,MWW,3,MgS,Mahogany Snapper,Lutjanus mahogoni,Lutjanidae,Carnivores,18,20,,0.0429,2.719,111.0563085
3/5/17,Bonaire,Front Porch,MWW,3,drf,Doctorfish,Acanthurus chirurgus,Acanthuridae,Herbivores,18,1,,0.004,3.5328,108.8144816
3/5/17,Bonaire,Front Porch,MWW,4,drf,Doctorfish,Acanthurus chirurgus,Acanthuridae,Herbivores,18,1,,0.004,3.5328,108.8144816
3/5/17,Bonaire,Front Porch,MWW,4,drf,Doctorfish,Acanthurus chirurgus,Acanthuridae,Herbivores,18,1,,0.004,3.5328,108.8144816
3/6/17,Bonaire,Front Porch,REB,2,ocs,Ocean Surgeonfish,Acanthurus bahianus,Acanthuridae,Herbivores,17,1,,0.0237,2.9752,108.5375407
3/6/17,Bonaire,Front Porch,REB,1,blt,Blue Tang,Acanthurus coeruleus,Acanthuridae,Herbivores,16,1,,0.0415,2.8346,107.4599414
3/6/17,Bonaire,Front Porch,REB,3,blt,Blue Tang,Acanthurus coeruleus,Acanthuridae,Herbivores,16,1,,0.0415,2.8346,107.4599414
3/6/17,Bonaire,Front Porch,REB,1,yts,Yellowtail Snapper,Ocyurus chrysurus,Lutjanidae,Carnivores,18,1,,0.0405,2.718,104.5407694
3/6/17,Bonaire,Front Porch,REB,2,yts,Yellowtail Snapper,Ocyurus chrysurus,Lutjanidae,Carnivores,18,1,,0.0405,2.718,104.5407694
3/6/17,Bonaire,Front Porch,REB,3,baj,Bar Jack,Caranx ruber,Carangidae,Carnivores,19,1,,0.0074,3.237,101.9898906
3/5/17,Bonaire,Front Porch,MWW,1,StrP,Striped Parrotfish,Scarus iserti,Scaridae,Herbivores,18,1,I,0.0147,3.0548,100.44395
3/5/17,Bonaire,Front Porch,MWW,3,StrP,Striped Parrotfish,Scarus iserti,Scaridae,Herbivores,18,2,I,0.0147,3.0548,100.44395
3/5/17,Bonaire,Front Porch,MWW,3,StrP,Striped Parrotfish,Scarus iserti,Scaridae,Herbivores,18,1,I,0.0147,3.0548,100.44395
3/6/17,Bonaire,Front Porch,REB,1,blP,Blue Parrotfish,Scarus coeruleus,Scaridae,Herbivores,18,1,I,0.0124,3.1109,99.64348795
3/6/17,Bonaire,Front Porch,REB,2,stop,Stoplight Parrotfish,Sparisoma viride,Scaridae,Herbivores,17,1,I,0.025,2.9214,98.30452014
3/6/17,Bonaire,Front Porch,REB,1,frg,French Grunt,Haemulon flavolineatum,Haemulidae,Carnivores,17,1,,0.0127,3.1581,97.65274586
3/6/17,Bonaire,Front Porch,REB,3,fra,French Angelfish,Pomacanthus paru,Pomacanthidae,Carnivores,15,1,,0.0203,3.1264,96.47787966
3/6/17,Bonaire,Front Porch,REB,1,rbp,Redband Parrotfish,Sparisoma aurofrenatum,Scaridae,Herbivores,18,4,T,0.0046,3.4291,92.72840271
3/5/17,Bonaire,Front Porch,MWW,4,rbp,Redband Parrotfish,Sparisoma aurofrenatum,Scaridae,Herbivores,18,1,,0.0046,3.4291,92.72840271
3/6/17,Bonaire,Front Porch,REB,4,yts,Yellowtail Snapper,Ocyurus chrysurus,Lutjanidae,Carnivores,17,1,,0.0405,2.718,89.49838355
3/5/17,Bonaire,Front Porch,MWW,3,GrB,Graysby,Cephalopholis cruentata,Serranidae,Carnivores,18,1,,0.0135,3.0439,89.38358035
3/5/17,Bonaire,Front Porch,MWW,2,CrF,Creole Fish,Paranthias furcifer,Serranidae,Carnivores,18,2,,0.0135,3.043,89.15136592
3/5/17,Bonaire,Front Porch,MWW,4,CrF,Creole Fish,Paranthias furcifer,Serranidae,Carnivores,18,1,,0.0135,3.043,89.15136592
3/6/17,Bonaire,Front Porch,REB,3,drf,Doctorfish,Acanthurus chirurgus,Acanthuridae,Herbivores,17,1,,0.004,3.5328,88.91805222
3/6/17,Bonaire,Front Porch,REB,3,baj,Bar Jack,Caranx ruber,Carangidae,Carnivores,18,1,,0.0074,3.237,85.61479453
3/6/17,Bonaire,Front Porch,REB,4,prp,Princess Parrotfish,Scarus taeniopterus,Scaridae,Herbivores,18,1,I,0.0335,2.7086,84.15422298
3/5/17,Bonaire,Front Porch,MWW,3,PrP,Princess Parrotfish,Scarus taeniopterus,Scaridae,Herbivores,18,1,I,0.0335,2.7086,84.15422298
3/5/17,Bonaire,Front Porch,MWW,1,bbs,Blackbar soldierfish,Myripristis jacobus ,Holocentridae,Carnivores,18,2,,0.01202,3.06,83.37547733
3/6/17,Bonaire,Front Porch,REB,2,stop,Stoplight Parrotfish,Sparisoma viride,Scaridae,Herbivores,16,2,I,0.025,2.9214,82.34858214
3/6/17,Bonaire,Front Porch,REB,2,stop,Stoplight Parrotfish,Sparisoma viride,Scaridae,Herbivores,16,2,I,0.025,2.9214,82.34858214
3/6/17,Bonaire,Front Porch,REB,4,stop,Stoplight Parrotfish,Sparisoma viride,Scaridae,Herbivores,16,2,I,0.025,2.9214,82.34858214
3/5/17,Bonaire,Front Porch,MWW,3,YfM,Yellowfin Mojarra,Gerres cinereus,Gerreidae,Carnivores,18,1,,0.01148,3.07,81.9650067
3/6/17,Bonaire,Front Porch,REB,4,blt,Blue Tang,Acanthurus coeruleus,Acanthuridae,Herbivores,14,2,,0.0415,2.8346,73.59742618
3/5/17,Bonaire,Front Porch,MWW,3,YhW,Yellowhead Wrasse,Halichoeres garnoti,Labridae,Carnivores,17,2,,0.01,3.13,71.00764739
3/6/17,Bonaire,Front Porch,REB,4,stop,Stoplight Parrotfish,Sparisoma viride,Scaridae,Herbivores,15,1,I,0.025,2.9214,68.19821581
3/5/17,Bonaire,Front Porch,MWW,3,GtF,Goatfish,Mulloidichthys martinicus,Mullidae,Carnivores,17,1,,0.00977,3.12,67.43652739
3/6/17,Bonaire,Front Porch,REB,4,rtp,Redtail Parrotfish,Sparisoma chrysopterum,Scaridae,Herbivores,16,1,T,0.0099,3.1708,65.11167018
3/6/17,Bonaire,Front Porch,REB,4,yts,Yellowtail Snapper,Ocyurus chrysurus,Lutjanidae,Carnivores,15,1,,0.0405,2.718,63.68997308
3/5/17,Bonaire,Front Porch,MWW,1,GrB,Graysby,Cephalopholis cruentata,Serranidae,Carnivores,16,1,,0.0135,3.0439,62.45318388
3/5/17,Bonaire,Front Porch,MWW,4,GrB,Graysby,Cephalopholis cruentata,Serranidae,Carnivores,16,1,,0.0135,3.0439,62.45318388
3/6/17,Bonaire,Front Porch,REB,2,roh,Rock Hind,Epinephelus ascensionis,Serranidae,Carnivores,16,1,,0.0111,3.1124,62.09062233
3/6/17,Bonaire,Front Porch,REB,1,rbp,Redband Parrotfish,Sparisoma aurofrenatum,Scaridae,Herbivores,16,1,I,0.0046,3.4291,61.91639529
3/6/17,Bonaire,Front Porch,REB,3,rbp,Redband Parrotfish,Sparisoma aurofrenatum,Scaridae,Herbivores,16,1,I,0.0046,3.4291,61.91639529
3/5/17,Bonaire,Front Porch,MWW,1,SpT,Spotted Trunkfish,Lactophrys bicaudalis,Ostraciidae,Omnivores,13,1,,0.049,2.78,61.22920202
3/6/17,Bonaire,Front Porch,REB,3,SqF,Squirrel Fish,Holocentrus adsensionis,Holocentridae,Carnivores,16,1,,0.01585,2.97,59.74005458
3/6/17,Bonaire,Front Porch,REB,1,blt,Blue Tang,Acanthurus coeruleus,Acanthuridae,Herbivores,13,1,,0.0415,2.8346,59.65294967
3/6/17,Bonaire,Front Porch,REB,3,sph,Spanish Hogfish,Bodianus rufus,Labridae,Carnivores,15,2,,0.0144,3.0532,56.13119966
3/6/17,Bonaire,Front Porch,REB,4,stop,Stoplight Parrotfish,Sparisoma viride,Scaridae,Herbivores,14,1,I,0.025,2.9214,55.74917593
3/6/17,Bonaire,Front Porch,REB,4,stop,Stoplight Parrotfish,Sparisoma viride,Scaridae,Herbivores,14,1,I,0.025,2.9214,55.74917593
3/6/17,Bonaire,Front Porch,REB,2,frg,French Grunt,Haemulon flavolineatum,Haemulidae,Carnivores,14,1,,0.0127,3.1581,52.89208296
3/5/17,Bonaire,Front Porch,MWW,2,FrG,French Grunt,Haemulon flavolineatum,Haemulidae,Carnivores,14,20,,0.0127,3.1581,52.89208296
3/6/17,Bonaire,Front Porch,REB,1,roh,Rock Hind,Epinephelus ascensionis,Serranidae,Carnivores,15,1,,0.0111,3.1124,50.79130991
3/6/17,Bonaire,Front Porch,REB,2,sms,Schoolmaster,Lutjanus apodus,Lutjanidae,Carnivores,14,3,,0.0194,2.9779,50.21765253
3/5/17,Bonaire,Front Porch,MWW,2,trum,Trumpet Fish,Aulostomus maculatus,Aulostomidae,Carnivores,40,1,,0.0001,3.554,49.39934712
3/5/17,Bonaire,Front Porch,MWW,1,SmT,Smooth Trunkfish,Lactophyrs triqueter,Ostraciidae,Omnivores,12,1,,0.04898,2.78,48.99397145
3/6/17,Bonaire,Front Porch,REB,4,ocs,Ocean Surgeonfish,Acanthurus bahianus,Acanthuridae,Herbivores,13,1,,0.0237,2.9752,48.85990383
3/5/17,Bonaire,Front Porch,MWW,3,lsq,Longspine squirrelfish,Holocentrus rufus,Holocentridae,Carnivores,18,1,,0.01148,2.89,48.71687563
3/5/17,Bonaire,Front Porch,MWW,3,StrP,Striped Parrotfish,Scarus iserti,Scaridae,Herbivores,14,1,,0.0147,3.0548,46.61323647
3/6/17,Bonaire,Front Porch,REB,4,gtf,Goatfish,Mulloidichthys martinicus,Mullidae,Carnivores,15,1,,0.00977,3.12,45.63512999
3/6/17,Bonaire,Front Porch,REB,1,sph,Spanish Hogfish,Bodianus rufus,Labridae,Carnivores,14,1,,0.0144,3.0532,45.46954524
3/6/17,Bonaire,Front Porch,REB,4,quP,Queen Parrotfish,Scarus vetula,Scaridae,Herbivores,13,1,I,0.025,2.9214,44.89666872
3/5/17,Bonaire,Front Porch,MWW,4,drf,Doctorfish,Acanthurus chirurgus,Acanthuridae,Herbivores,14,1,,0.004,3.5328,44.78175564
3/6/17,Bonaire,Front Porch,REB,3,crf,Creole Fish,Paranthias furcifer,Serranidae,Carnivores,14,1,,0.0135,3.043,41.49553622
3/6/17,Bonaire,Front Porch,REB,3,roh,Rock Hind,Epinephelus ascensionis,Serranidae,Carnivores,14,1,,0.0111,3.1124,40.97621851
3/6/17,Bonaire,Front Porch,REB,2,ytp,Yellowtail parrotfish,Sparisoma rubiprinne,Scaridae,Herbivores,13,1,T,0.0156,3.0641,40.39786599
3/6/17,Bonaire,Front Porch,REB,2,SqF,Squirrel Fish,Holocentrus adsensionis,Holocentridae,Carnivores,14,6,,0.01585,2.97,40.1818134
3/5/17,Bonaire,Front Porch,MWW,4,bbs,Blackbar soldierfish,Myripristis jacobus ,Holocentridae,Carnivores,14,4,,0.01202,3.06,38.64170288
3/6/17,Bonaire,Front Porch,REB,1,OcS,Ocean Surgeonfish,Acanthurus bahianus,Acanthuridae,Herbivores,12,1,,0.0237,2.9752,38.50599847
3/6/17,Bonaire,Front Porch,REB,2,ocs,Ocean Surgeonfish,Acanthurus bahianus,Acanthuridae,Herbivores,12,1,,0.0237,2.9752,38.50599847
3/6/17,Bonaire,Front Porch,REB,4,mgs,Mahogany Snapper,Lutjanus mahogoni,Lutjanidae,Carnivores,12,1,,0.0429,2.719,36.87661933
3/5/17,Bonaire,Front Porch,MWW,2,MgS,Mahogany Snapper,Lutjanus mahogoni,Lutjanidae,Carnivores,12,12,,0.0429,2.719,36.87661933
3/6/17,Bonaire,Front Porch,REB,4,gtf,Goatfish,Mulloidichthys martinicus,Mullidae,Carnivores,14,1,,0.00977,3.12,36.79713745
3/5/17,Bonaire,Front Porch,MWW,2,GtF,Goatfish,Mulloidichthys martinicus,Mullidae,Carnivores,14,3,,0.00977,3.12,36.79713745
3/6/17,Bonaire,Front Porch,REB,4,crf,Creole Fish,Paranthias furcifer,Serranidae,Carnivores,13,1,,0.0135,3.043,33.11794569
3/6/17,Bonaire,Front Porch,REB,1,SqF,Squirrel Fish,Holocentrus adsensionis,Holocentridae,Carnivores,13,1,,0.01585,2.97,32.24341425
3/6/17,Bonaire,Front Porch,REB,2,crw,Creole Wrasse,Clepticus parrae,Labridae,Planktivore,14,1,T,0.00955,3.05,29.90156233
3/6/17,Bonaire,Front Porch,REB,4,gtf,Goatfish,Mulloidichthys martinicus,Mullidae,Carnivores,13,1,,0.00977,3.12,29.20100663
3/5/17,Bonaire,Front Porch,MWW,4,PrP,Princess Parrotfish,Scarus taeniopterus,Scaridae,Herbivores,12,1,I,0.0335,2.7086,28.06177448
3/6/17,Bonaire,Front Porch,REB,2,roh,Rock Hind,Epinephelus ascensionis,Serranidae,Carnivores,12,2,,0.0111,3.1124,25.36101839
3/5/17,Bonaire,Front Porch,MWW,2,PuD,Puddingwife,Halichoeres radiatus,Labridae,Carnivores,12,1,,0.0131,3.038,24.87848449
3/6/17,Bonaire,Front Porch,REB,1,brc,Brown Chromis,Chromis multilineata,Pomacentridae,Planktivore,12,6,,0.01479,2.98,24.31802425
3/5/17,Bonaire,Front Porch,MWW,3,StoP,Stoplight Parrotfish,Sparisoma viride,Scaridae,Herbivores,10,1,I,0.025,2.9214,20.86123468
3/5/17,Bonaire,Front Porch,MWW,3,SgM,Sergeant Major,Abudefduf saxatilis,Pomacentridae,Carnivores,10,10,,0.0182,3.05,20.42073587
3/5/17,Bonaire,Front Porch,MWW,4,SgM,Sergeant Major,Abudefduf saxatilis,Pomacentridae,Carnivores,10,4,,0.0182,3.05,20.42073587
3/5/17,Bonaire,Front Porch,MWW,3,4eB,Foureye Butterflyfish,Chaetodon capistratus,Chaetodontidae,Carnivores,8,1,,0.022,3.1897,16.71124523
3/6/17,Bonaire,Front Porch,REB,4,stop,Stoplight Parrotfish,Sparisoma viride,Scaridae,Herbivores,9,1,I,0.025,2.9214,15.33430424
3/6/17,Bonaire,Front Porch,REB,3,bdb,Banded Butterflyfish,Chaetodan striatus,Chaetodontidae,Carnivores,8,2,,0.0222,3.1395,15.19161651
3/6/17,Bonaire,Front Porch,REB,3,grb,Graysby,Cephalopholis cruentata,Serranidae,Carnivores,10,1,,0.0135,3.0439,14.93598155
3/5/17,Bonaire,Front Porch,MWW,3,CrF,Creole Fish,Paranthias furcifer,Serranidae,Carnivores,10,20,,0.0135,3.043,14.90506137
3/6/17,Bonaire,Front Porch,REB,4,roh,Rock Hind,Epinephelus ascensionis,Serranidae,Carnivores,10,1,,0.0111,3.1124,14.37881112
3/5/17,Bonaire,Front Porch,MWW,1,CrW,Creole Wrasse,Clepticus parrae,Labridae,Planktivore,11,20,,0.00955,3.05,14.33016072
3/5/17,Bonaire,Front Porch,MWW,1,BrC,Brown Chromis,Chromis multilineata,Pomacentridae,Planktivore,10,150,,0.01479,2.98,14.12434035
3/6/17,Bonaire,Front Porch,REB,4,gtf,Goatfish,Mulloidichthys martinicus,Mullidae,Carnivores,10,2,,0.00977,3.12,12.87936834
3/6/17,Bonaire,Front Porch,REB,2,sgm,Sergeant Major,Abudefduf saxatilis,Pomacentridae,Carnivores,8,1,,0.0182,3.05,10.33941217
